BusinessRegion,,Department,RetailNetwork,Level3,ЯК,Рейтинг ЯК,количество,2 ГИС,Рейтинг 2ГИС,количество,Гугл карты,Рейтинг ГК,,,,Рейтинг ЯК (свежий),оценки ЯК (свежий),отзывы ЯК (свежий),Рейтинг 2ГИС (свежий),оценки 2ГИС (свежий),отзывы 2ГИС (свежий)
Сыктывкар,Молодцов А,Сыктывкар-04 Первомайская 85/2,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/59666924892/?ll=50.830640%2C61.665813&z=16,,,https://go.2gis.com/AzRbN,"4,7",39,,,,,,"3,9",14,9,"4,4",41,39
Сыктывкар,Молодцов А,Сыктывкар-04 Первомайская 85/2,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLqumP4G,"4,2",125,https://go.2gis.com/8OLGQ,"4,3",305,https://maps.app.goo.gl/eYaViLz3J7bv7uwg8,,,,,"3,9",14,9,"4,4",41,39
Талнах,,Талнах-01 Бауманская 9,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/34876651218/,"4,9",105,https://2gis.ru/norilsk/firm/70000001046386532,"3,9",559,https://maps.app.goo.gl/orzLeUq5k14okQsi7,"3,3",,,,,,,"2,6",26,23
Талнах,,Талнах-01 Бауманская 9,Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/173393467183/,,,https://2gis.ru/norilsk/search/%D1%82%D0%B0%D0%BB%D0%BD%D0%B0%D1%85%20%D0%B3%D0%B0%D0%BB%D0%B5%D1%80%D0%B5%D1%8F%20%D1%81%D1%83%D1%88%D0%B8/firm/70000001081323873/88.382799%2C69.490603?m=88.382799%2C69.490603%2F17.28,"2,6",23,,,,,,,,,"2,6",26,23
Тарко-Сале,,"Тарко-Сале ул. Губкина, 20",Суши Мастер Россия,,https://yandex.ru/maps/-/CPvnvZok,"3,3",3,https://2gis.ru/tarko-sale/search/%D1%82%D0%B0%D1%80%D0%BA%D0%BE-%D1%81%D0%B0%D0%BB%D0%B5%20%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80/firm/70000001112656120/77.769199%2C64.911327?m=77.769172%2C64.911314%2F16.84,5,5,https://maps.app.goo.gl/9Z2a894CCwP4ooFb9,,,,,"3,3",9,3,5,5,5
Тобольск,Молодцов А,Тобольск-03 7А микрорайон 12А,Галерея Суши Россия,Алексеева Яна РД,https://yandex.by/maps/-/CLb7QFMB,,,https://go.2gis.com/ajkM5,"4,6",61,,,,,,"3,9",4,4,"4,8",96,93
Тобольск,Молодцов А,Тобольск-03 7А микрорайон 12А,Мир Суши Россия,Алексеева Яна РД,https://yandex.ru/maps/org/mir_sushi/76664818661/?ll=68.271046%2C58.234405&z=16,,,https://go.2gis.com/HCo2W,"4,8",93,,,,,,"3,9",4,4,"4,8",96,93
Тобольск,Молодцов А,Тобольск-03 7А микрорайон 12А,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/-/CLqyaI3R,"4,6",142,https://2gis.ru/tobolsk/search/%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80%20%D0%A2%D0%BE%D0%B1%D0%BE%D0%BB%D1%8C%D1%81%D0%BA-03%207%D0%90%20%D0%BC%D0%B8%D0%BA%D1%80%D0%BE%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%2012%D0%90/firm/70000001030460017/68.270986%2C58.234386?m=68.271034%2C58.234375%2F17.36,"4,2",297,https://maps.app.goo.gl/dvmxmHP3JE2wPuxf6,,,,,"3,9",4,4,"4,8",96,93
Тобольск,Молодцов А,Тобольск-06 8-й микрорайон 8Б,Галерея Суши Россия,Алексеева Яна РД,https://yandex.by/maps/-/CLb7QR1z,,,https://go.2gis.com/xpsGv,"4,2",75,,,,,,"4,3",390,235,"3,9",709,661
Тобольск,Молодцов А,Тобольск-06 8-й микрорайон 8Б,Мир Суши Россия,Алексеева Яна РД,https://yandex.ru/maps/org/mir_sushi/192616723197/?ll=68.283451%2C58.222752&z=16,,,https://go.2gis.com/VELdP,"4,4",75,https://maps.app.goo.gl/y9RhcmXiCtc8juSBA,,,,,"4,3",390,235,"3,9",709,661
Тобольск,Молодцов А,Тобольск-06 8-й микрорайон 8Б,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/-/CLqy427A,"4,3",231,https://2gis.ru/tobolsk/search/%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80%20%D0%A2%D0%BE%D0%B1%D0%BE%D0%BB%D1%8C%D1%81%D0%BA-06%208-%D0%B9%20%D0%BC%D0%B8%D0%BA%D1%80%D0%BE%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%208%D0%91/firm/70000001034140022/68.283601%2C58.222747?m=68.271034%2C58.234375%2F17.36,"3,8",661,https://maps.app.goo.gl/uUsNpmrL18rsCNwp9,,,,,"4,3",390,235,"3,9",709,661
Томск,,Томск-02 Учебная 20,Галерея Суши Россия,Попова Светлана РД,https://yandex.by/maps/-/CLb7QC9a,,,https://go.2gis.com/vb8Sv,"4,7",71,,,,,,"4,3",447,236,"3,8",1307,1239
Томск,,Томск-02 Учебная 20,Мир Суши Россия,Попова Светлана РД,https://yandex.ru/maps/org/mir_sushi/26133736931/?ll=84.951988%2C56.459194&z=16,,,https://2gis.ru/tomsk/search/%D0%BC%D0%B8%D1%80%20%D1%81%D1%83%D1%88%D0%B8%20%D1%82%D0%BE%D0%BC%D1%81%D0%BA%20%D1%83%D1%87%D0%B5%D0%B1%D0%BD%D0%B0%D1%8F/firm/70000001018024198/84.951895%2C56.459127?m=84.951939%2C56.459147%2F17.37,"3,8",1236,https://maps.app.goo.gl/stPMM9eeHUqJ3DxX7,,,,,"4,3",447,236,"3,8",1307,1239
Томск,,Томск-02 Учебная 20,Суши Мастер Россия,Попова Светлана РД,https://yandex.ru/maps/-/CLqyiBL3,4,27,https://go.2gis.com/a6dy7,"4,2",297,https://maps.app.goo.gl/7DHf9SH5VJ3yjsNh8,,,,,"4,3",447,236,"3,8",1307,1239
Томск,,Томск-03 79 Гвардейской дивизии 24,Галерея Суши Россия,Попова Светлана РД,https://yandex.by/maps/-/CLb7QS4p,,,https://go.2gis.com/7VTZx,"4,9",29,,,,,,"4,2",3,2,"4,9",31,30
Томск,,Томск-03 79 Гвардейской дивизии 24,Мир Суши Россия,Попова Светлана РД,https://yandex.ru/maps/org/mir_sushi/54325920917/?ll=84.973951%2C56.511640&z=16,,,https://2gis.ru/tomsk/search/%D0%BC%D0%B8%D1%80%20%D1%81%D1%83%D1%88%D0%B8%20%D0%A2%D0%BE%D0%BC%D1%81%D0%BA-03%2079%20%D0%93%D0%B2%D0%B0%D1%80%D0%B4%D0%B5%D0%B9%D1%81%D0%BA%D0%BE%D0%B9%20%D0%B4%D0%B8%D0%B2%D0%B8%D0%B7%D0%B8%D0%B8%2024/firm/70000001024828825/84.973341%2C56.511469?m=84.973366%2C56.511443%2F17.43,"3,7",502,https://maps.app.goo.gl/e2pYMkqT9CKh7axs6,,,,,"4,2",3,2,"4,9",31,30
Томск,,Томск-03 79 Гвардейской дивизии 24,Суши Мастер Россия,Попова Светлана РД,https://yandex.ru/maps/-/CLqyjP8H,-0,2,https://2gis.ru/tomsk/search/%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80%20%D0%A2%D0%BE%D0%BC%D1%81%D0%BA-03%2079%20%D0%93%D0%B2%D0%B0%D1%80%D0%B4%D0%B5%D0%B9%D1%81%D0%BA%D0%BE%D0%B9%20%D0%B4%D0%B8%D0%B2%D0%B8%D0%B7%D0%B8%D0%B8%2024/firm/70000001057463395/84.973341%2C56.511469?m=84.973366%2C56.511443%2F17.43,"4,4",34,https://maps.app.goo.gl/xKPd1sanCg5JnWWD8,,,,,"4,2",3,2,"4,9",31,30
Томск,,Томск-04 Иркутский 32,Галерея Суши Россия,Попова Светлана РД,https://yandex.by/maps/-/CLb7Q8KC,,,https://go.2gis.com/kG98t,"4,5",77,,,,,,"4,3",20,13,"4,2",105,93
Томск,,Томск-04 Иркутский 32,Мир Суши Россия,Попова Светлана РД,https://yandex.ru/maps/org/mir_sushi/116804215134/?ll=85.008456%2C56.503468&z=16,,,https://2gis.ru/tomsk/search/%D0%BC%D0%B8%D1%80%20%D1%81%D1%83%D1%88%D0%B8%20%D0%A2%D0%BE%D0%BC%D1%81%D0%BA-04%20%D0%98%D1%80%D0%BA%D1%83%D1%82%D1%81%D0%BA%D0%B8%D0%B9%2032/firm/70000001030246308/85.008687%2C56.503392?m=85.008711%2C56.503367%2F17.43,"3,7",626,https://maps.app.goo.gl/DT9fJUM287rZBoWP9,,,,,"4,3",20,13,"4,2",105,93
Томск,,Томск-04 Иркутский 32,Суши Мастер Россия,Попова Светлана РД,https://yandex.ru/maps/-/CLqyfTnn,"4,1",10,https://2gis.ru/tomsk/search/%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80%20%D1%82%D0%BE%D0%BC%D1%81%D0%BA/firm/70000001057463525/85.008687%2C56.503392?m=85.008687%2C56.503392%2F15.19,"4,1",89,https://maps.app.goo.gl/pbPgzDy1ns4hpCg6A,,,,,"4,3",20,13,"4,2",105,93
Томск,,Томск-06 пер. 1905 года 11,Галерея Суши Россия,Попова Светлана РД,https://yandex.by/maps/-/CLb7QL5n,,,https://go.2gis.com/hnNhN,4,4,,,,,,5,,291,"4,2",8,6
Томск,,Томск-06 пер. 1905 года 11,Мир Суши Россия,Попова Светлана РД,https://yandex.ru/maps/org/mir_sushi/131194872756/?ll=84.949760%2C56.493427&z=16,,,https://2gis.ru/tomsk/search/%D0%BC%D0%B8%D1%80%20%D1%81%D1%83%D1%88%D0%B8%20%D0%A2%D0%BE%D0%BC%D1%81%D0%BA-06%20%D0%BF%D0%B5%D1%80.%201905%20%D0%B3%D0%BE%D0%B4%D0%B0%2011/firm/70000001036935969/84.949735%2C56.493458?m=84.949771%2C56.493434%2F17.43,"3,9",338,https://maps.app.goo.gl/9j3kXT5Trm9KVsGo8,,,,,5,,291,"4,2",8,6
Томск,,Томск-06 пер. 1905 года 11,Суши Мастер Россия,Попова Светлана РД,https://yandex.ru/maps/-/CLqyi6Js,"2,6",5,https://2gis.ru/tomsk/search/%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80%20%D0%A2%D0%BE%D0%BC%D1%81%D0%BA-06%20%D0%BF%D0%B5%D1%80.%201905%20%D0%B3%D0%BE%D0%B4%D0%B0%2011/firm/70000001057463432/84.949735%2C56.493458?m=84.949771%2C56.493434%2F17.43,"3,4",37,https://maps.app.goo.gl/c4U7dnzJmrhiLN4NA,,,,,5,,291,"4,2",8,6
Туапсе,,Туапсе-01 Розы Люксембург 3,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/104973145293/,"4,4",193,https://go.2gis.com/N9C6D,"4,6",60,https://maps.app.goo.gl/GS4sppPzKUM2dfqHA,"4,1",,,,"4,5",257,197,"4,6",64,60
Туапсе,,Туапсе-01 Розы Люксембург 3,Мир Суши Россия,,https://yandex.ru/maps/org/mir_sushi/28264988353/,,,,,0,,,,,,"4,5",257,197,"4,6",64,60
Туапсе,,Туапсе-01 Розы Люксембург 3,Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/233614158791/,,,,,0,,,,,,"4,5",257,197,"4,6",64,60
Тюмень,Молодцов А,Тюмень-03 Газовиков 61,SPOKE Россия,Алексеева Яна РД,https://yandex.ru/profile/48815413575,,,https://go.2gis.com/Zs51z,5,1,,,,,,,,,5,,1
Тюмень,Молодцов А,Тюмень-07 Горького 55,SPOKE Россия,,https://yandex.ru/maps/org/spoke/33363075673/?ll=65.560774%2C57.147702&z=16,,,,,,,,,,,"4,7",200,144,"4,4",840,753
Тюмень,Молодцов А,Тюмень-03 Газовиков 61,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/-/CLqyz--J,"4,5",319,https://2gis.ru/tyumen/search/%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80%20%D1%82%D1%8E%D0%BC%D0%B5%D0%BD%D1%8C%20%D0%B3%D0%B0%D0%B7%D0%BE%D0%B2%D0%B8%D0%BA%D0%BE%D0%B2/firm/1830116630249054/65.555424%2C57.171396?m=65.555448%2C57.171373%2F17.41,4,1348,https://maps.app.goo.gl/hLLiHiR6efYJN7Hd7,,,,,,,,5,,1
Тюмень,Молодцов А,Тюмень-04 Ямская 102,SPOKE Россия,Алексеева Яна РД,https://yandex.ru/maps/org/spoke/120603907713/,,,https://go.2gis.com/xHphZ,"4,7",18,,,,,,"4,4",544,363,4,1030,932
Тюмень,Молодцов А,Тюмень-04 Ямская 102,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/-/CTapzU-2,"4,4",359,https://go.2gis.com/qQOi4,4,920,https://maps.app.goo.gl/X4ipzH8DmDyjqH3J9,,,,,"4,4",544,363,4,1030,932
Тюмень,Молодцов А,Тюмень-06 Республики 204 корп 7 помещение 4,SPOKE Россия,Алексеева Яна РД,https://yandex.ru/maps/org/spoke/128420497682/?ll=65.599887%2C57.122112&z=16,,,https://go.2gis.com/y9sVc,5,1,,,,,,"4,7",239,146,"4,4",262,231
Тюмень,Молодцов А,Тюмень-06 Республики 204 корп 7 помещение 4,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/-/CLqyzHPC,"4,7",142,https://go.2gis.com/oq3KJ,"4,4",223,https://maps.app.goo.gl/Ci17NBoYAxvfBKTj6,,,,,"4,7",239,146,"4,4",262,231
Тюмень,Молодцов А,Тюмень-07 Горького 55,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/-/CLqyrLmZ,"4,7",144,https://2gis.ru/tyumen/search/%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80%20%D1%82%D1%8E%D0%BC%D0%B5%D0%BD%D1%8C/firm/70000001006574319/65.560496%2C57.14768?m=65.560496%2C57.14768%2F17.15,"4,4",754,https://maps.app.goo.gl/UyD8S2hmcQWdkrjs9,,,,,"4,7",200,144,"4,4",840,753
Тюмень,Молодцов А,Тюмень-09 Червишевский тракт 66,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/-/CTapvJ~z,"4,5",259,https://2gis.ru/tyumen/search/%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80%20%D0%A2%D1%8E%D0%BC%D0%B5%D0%BD%D1%8C-09%20%D0%A7%D0%B5%D1%80%D0%B2%D0%B8%D1%88%20%D1%82%D1%80%D0%B0%D0%BA%D1%82%2066/firm/70000001006790160/65.522813%2C57.128257?m=65.522813%2C57.128257%2F17.34,"3,9",741,https://maps.app.goo.gl/UbQGBjHaz5XNTwfZ7,,,,,"4,5",403,259,"3,9",823,744
Тюмень,Молодцов А,Тюмень-10 Лесопарковая 1 корп.2,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/-/CTaprP6f,"4,7",22,https://2gis.ru/tyumen/search/%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80%20%D0%A2%D1%8E%D0%BC%D0%B5%D0%BD%D1%8C-09%20%D0%A7%D0%B5%D1%80%D0%B2%D0%B8%D1%88%20%D1%82%D1%80%D0%B0%D0%BA%D1%82%2066/firm/70000001110943475/65.642189%2C57.151574?m=65.642189%2C57.151574%2F17.34,"3,7",34,https://maps.app.goo.gl/tgTbhXQhvgJon5oQ7,,,,,"4,7",25,23,"3,6",51,34
Тюмень,Молодцов А,Тюмень-12 Артамонова 13,SPOKE Россия,Алексеева Яна РД,https://yandex.ru/maps/org/spoke/144282161395/?ll=65.575040%2C57.106052&z=16,,,https://go.2gis.com/wa3Xu,5,1,,,,,,,,,5,3,1
Тюмень,Молодцов А,Тюмень-12 Артамонова 13,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/-/CTapr6ja,"4,5",137,https://2gis.ru/tyumen/search/%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80%20%D1%82%D1%8E%D0%BC%D0%B5%D0%BD%D1%8C/firm/70000001019233029/65.574945%2C57.106532?m=65.574945%2C57.106532%2F17.15,4,1129,https://maps.app.goo.gl/qo6W88miCkhkjKPz9,,,,,,,,5,3,1
Тюмень,Молодцов А,Тюмень-13 Беляева 29/1,SPOKE Россия,Алексеева Яна РД,https://yandex.ru/profile/115204475775,,,https://go.2gis.com/7H5of,"4,6",23,,,,,,,,,"4,7",26,23
Тюмень,Молодцов А,Тюмень-13 Беляева 29/1,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/-/CTaprU-X,"4,4",124,https://go.2gis.com/bCWL0,4,815,https://maps.app.goo.gl/8HVvsvjA2KHKJD468,,,,,,,,"4,7",26,23
Тюмень,Молодцов А,Тюмень-14 Одесская 29 стр 1 помещ 7,SPOKE Россия,Алексеева Яна РД,https://yandex.ru/maps/org/spoke/86370391426/?ll=65.591667%2C57.143156&z=16,,,https://go.2gis.com/e1tou,5,1,,,,,,"4,8",258,178,"4,2",262,219
Тюмень,Молодцов А,Тюмень-14 Одесская 29 стр 1 помещ 7,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/-/CTapnDPb,"4,8",176,https://go.2gis.com/yPCMS,"4,2",219,https://maps.app.goo.gl/9vfXy35tEVTHhPQh7,,,,,"4,8",258,178,"4,2",262,219
Тюмень,Молодцов А,Тюмень-15 Пермякова 50Б,SPOKE Россия,Алексеева Яна РД,https://yandex.ru/maps/org/spoke/207330514586/,,,https://go.2gis.com/sLx2a,5,1,,,,,,"4,8",126,101,"4,1",407,341
Тюмень,Молодцов А,Тюмень-15 Пермякова 50Б,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/-/CTapnRoP,"4,8",100,https://go.2gis.com/39hVh,4,339,https://maps.app.goo.gl/KJd1X8NSYDmCspx28,,,,,"4,8",126,101,"4,1",407,341
Тюмень,Молодцов А,Тюмень-18 Монтажников 47,SPOKE Россия,Алексеева Яна РД,https://yandex.ru/maps/org/spoke/56557586956/?ll=65.591182%2C57.101267&z=16,,,https://go.2gis.com/Kl8m8,5,1,,,,,,"4,7",372,244,"4,2",1019,926
Тюмень,Молодцов А,Тюмень-18 Монтажников 47,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/-/CTapjHZK,"4,7",243,https://2gis.ru/tyumen/search/%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80%20%D1%82%D1%8E%D0%BC%D0%B5%D0%BD%D1%8C/firm/70000001029608414/65.591077%2C57.101264?m=65.522813%2C57.128257%2F17.15,"3,9",741,https://maps.app.goo.gl/DoEf7Rxn7qVrtKor6,,,,,"4,7",372,244,"4,2",1019,926
Тюмень,Юнусов В,Тюмень-20 Олимпийская 31,Мир Суши Россия,Попова Светлана РД,https://yandex.ru/maps/org/mir_sushi/72534942130/?ll=65.589996%2C57.113184&z=16,,,https://go.2gis.com/27sCV,4,654,https://maps.app.goo.gl/9Pzxc4SbmK2sx7Bh8,,,,,"4,5",348,145,4,712,664
Тюмень,Чураева К,Тюмень-22 30 лет Победы 132-1,Галерея Суши Россия,Белик Радмила РД,https://yandex.by/maps/-/CLb7QXp-,,,https://go.2gis.com/FeNDN,"3,9",2886,https://maps.app.goo.gl/AbkM9Uu4fRT9WTq17,,,,,"4,4",693,427,"3,9",3001,2907
Тюмень,Молодцов А,Тюмень-23 Обдорская 1к2 суши,SPOKE Россия,Алексеева Яна РД,https://yandex.ru/maps/org/spoke/161351284779/?ll=65.489879%2C57.125645&z=16,,,https://go.2gis.com/YmtkU,"4,7",18,,,,,,"4,6",174,103,"3,9",983,907
Тюмень,Молодцов А,Тюмень Червишевский тракт,SPOKE Россия,,https://yandex.ru/maps/org/spoke/114098856882/?ll=65.522794%2C57.128263&z=16,,,,,,,,,,,,,,,,
Тюмень,Молодцов А,Тюмень Лесопарковая 1 к2,SPOKE Россия,,https://yandex.ru/maps/org/spoke/25098593193/?ll=65.642062%2C57.151105&z=16,,,,,,,,,,,,,,,,
Тюмень,Молодцов А,Тюмень Щербакова,SPOKE Россия,,https://yandex.ru/maps/org/spoke/190710585317/?ll=65.566631%2C57.186909&z=16,,,,,,,,,,,,,,,,
Тюмень,Молодцов А,Тюмень-23 Обдорская 1к2 суши,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/-/CTapjMk6,"4,6",102,https://2gis.ru/tyumen/search/%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80%20%D1%82%D1%8E%D0%BC%D0%B5%D0%BD%D1%8C%20%D0%BE%D0%B1%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F/firm/70000001040849016/65.489888%2C57.125679?m=65.489888%2C57.125679%2F14.71,"3,9",902,,,,,,"4,6",174,103,"3,9",983,907
Тюмень,Чураева К,Тюмень-24 Ямская 104,Галерея Суши Россия,Белик Радмила РД,https://yandex.by/maps/-/CLb7UEML,,,https://go.2gis.com/PznWE,5,1,https://maps.app.goo.gl/bCN5hR5nzQ8aT9DE6,,,,,"4,4",112,71,"3,8",1236,1164
Тюмень,Молодцов А,Тюмень-25 Щербакова 136,Суши Мастер Россия,Алексеева Яна РД,https://yandex.ru/maps/-/CTapfOOj,5,171,https://go.2gis.com/kwjzu,4,129,https://maps.app.goo.gl/3T2tTw1dxi8k4AdC8,,,,,5,192,171,"4,1",170,132
Урай,Молодцов А,Урай-01 мкр 2 61,Галерея Суши Россия,Покатова Лариса РД,https://yandex.by/maps/-/CLb7UM3d,,,https://2gis.ru/uraj/search/%D0%B3%D0%B0%D0%BB%D0%B5%D1%80%D0%B5%D1%8F%20%D1%81%D1%83%D1%88%D0%B8%20%D1%83%D1%80%D0%B0%D0%B9/firm/70000001080455888/64.805529%2C60.128981?m=64.805529%2C60.128981%2F17.36,"4,1",1,завести,,,,,"4,3",408,167,"4,7",73,42
Урай,Молодцов А,Урай-01 мкр 2 61,Мир Суши Россия,Покатова Лариса РД,https://yandex.ru/maps/org/mir_sushi/52026795425/?ll=64.805372%2C60.128839&z=16,,,https://2gis.ru/uraj/search/%D0%BC%D0%B8%D1%80%20%D1%81%D1%83%D1%88%D0%B8%20%D1%83%D1%80%D0%B0%D0%B9/firm/70000001081896497/64.805529%2C60.128981?m=64.805529%2C60.128981%2F17.36,-0,-0,,,,,,"4,3",408,167,"4,7",73,42
Урай,Молодцов А,Урай-01 мкр 2 61,Суши Мастер Россия,Покатова Лариса РД,https://yandex.ru/maps/-/CLq5eU5O,"4,3",167,https://go.2gis.com/VenVX,"4,7",41,https://maps.app.goo.gl/Gi389UteE6ce5AJh7,,,,,"4,3",408,167,"4,7",73,42
Усинск,Чураева К,Усинск-01 60 лет Октября 5,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CPe4583j,,,https://go.2gis.com/rohR5,-0,-0,,,,,,4,8,8,,,0
Усинск,Чураева К,Усинск-01 60 лет Октября 5,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/221420262062/?ll=57.560127%2C65.987993&z=16,,,https://go.2gis.com/Hi489,-0,-0,,,,,,4,8,8,2,1,1
Усинск,Чураева К,Усинск-01 60 лет Октября 5,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLq5mVlp,"4,6",289,https://go.2gis.com/TvarW,"4,7",109,https://maps.app.goo.gl/CZn8v6qdZ6cEAsuq8,,,,,4,8,8,2,1,1
Усолье-Сибирское,,Усолье-Сибирское,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/89158968397/,"4,7",25,https://go.2gis.com/Jkxaj,"4,4",92,https://maps.app.goo.gl/RomJM2NfJqxurYEm7,"2,3",,,,"4,7",30,26,"4,5",109,99
Усолье-Сибирское,,Усолье-Сибирское Ленинский 72,Мир Суши Россия,,https://yandex.ru/maps/org/mir_sushi/192280119951/,,,https://go.2gis.com/jvWip,"1,9",14,,,,,,,,,"3,4",1,15
Усолье-Сибирское,,Усолье-Сибирское Ленинский 72,Галерея Суши Россия,,https://yandex.ru/maps/org/galereya_sushi/124553562764/,,,https://go.2gis.com/TB7st,5,1,,,,,,,,,"3,4",1,15
Уссурийск,Чураева К,Уссурийск-01 Некрасова 53,SPOKE Россия,Попова Светлана РД,https://yandex.ru/maps/org/spoke/40630746333/,,,https://go.2gis.com/qzU40,-0,-0,,,,,,"4,2",319,178,,,0
Уссурийск,Чураева К,Уссурийск-01 Некрасова 53,Галерея Суши Россия,Попова Светлана РД,https://yandex.by/maps/-/CLb7UJMo,,,https://go.2gis.com/mhaht,4,174,,,,,,"4,2",319,178,"3,5",1110,1040
Уссурийск,Чураева К,Уссурийск-01 Некрасова 53,Мир Суши Россия,Попова Светлана РД,https://yandex.ru/maps/org/mir_sushi/148414298615/?ll=131.952319%2C43.794150&z=16,,,https://go.2gis.com/a5tx0,"4,2",166,,,,,,"4,2",319,178,"3,5",1110,1040
Уссурийск,Чураева К,Уссурийск-01 Некрасова 53,Суши Мастер Россия,Попова Светлана РД,https://yandex.ru/maps/-/CLq5mPK2,"4,2",178,https://go.2gis.com/QwEMg,"3,5",1032,https://maps.app.goo.gl/RhLAzKKzptbY2PcbA,,,,,"4,2",319,178,"3,5",1110,1040
Ухта,Чураева К,Ухта-01 30 лет Октября 12,Галерея Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.by/maps/-/CPe4FN3y,,,https://2gis.ru/uhta/search/%D0%93%D0%B0%D0%BB%D0%B5%D1%80%D0%B5%D1%8F%20%D1%81%D1%83%D1%88%D0%B8%20%D0%A3%D1%85%D1%82%D0%B0-01%2030%20%D0%BB%D0%B5%D1%82%20%D0%9E%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8F%2012/firm/70000001080455848/53.695757%2C63.563811?m=53.695795%2C63.563791%2F17.05,"1,2",2,,,,,,4,16,12,"4,2",11,10
Ухта,Чураева К,Ухта-01 30 лет Октября 12,Мир Суши Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/org/mir_sushi/70229875267/?ll=53.695772%2C63.563723&z=16,,,https://go.2gis.com/YCx7a,"4,6",29,,,,,,4,16,12,"4,2",11,10
Ухта,Чураева К,Ухта-01 30 лет Октября 12,Суши Мастер Россия,Понкратова (Филиппова) Анастасия РД,https://yandex.ru/maps/-/CLrYrMIH,"4,1",27,https://go.2gis.com/m6qVg,"4,3",84,https://maps.app.goo.gl/pTdF8cq87H46N5VG7,,,,,4,16,12,"4,2",11,10
Федоровский,,Федоровский-01 Ленина 12/2,Суши Мастер Россия,,https://yandex.ru/maps/org/sushi_master/239666999508/,"4,2",63,https://2gis.ru/search/%D1%84%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9%20%D1%81%D1%83%D1%88%D0%B8%20%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80/firm/70000001036127835/73.722694%2C61.605724?m=73.722663%2C61.605704%2F17.01,"3,3",17,https://maps.app.goo.gl/PmxTs9dMyzXHbr3q6,"4,1",,,,,,,,,0
